champion1,champion2,role1,role2,winrate
91,117,mid,support,0.5453100158982512
112,89,mid,support,0.5452961672473867
8,350,mid,support,0.5451263537906137
8,26,mid,support,0.545045045045045
91,101,mid,support,0.5446428571428571
105,111,mid,support,0.5445544554455446
127,235,mid,support,0.5441176470588235
131,412,mid,support,0.5439330543933054
1,43,mid,support,0.543859649122807
101,117,mid,support,0.5437062937062938
3,235,mid,support,0.5426829268292683
245,89,mid,support,0.5423728813559322
246,12,mid,support,0.5421348314606742
246,350,mid,support,0.5412026726057907
8,412,mid,support,0.5405092592592593
1,235,mid,support,0.540453074433657
238,432,mid,support,0.5404157043879908
1,350,mid,support,0.5401069518716578
105,267,mid,support,0.5393939393939394
55,526,mid,support,0.5392670157068062
245,40,mid,support,0.5391705069124424
42,117,mid,support,0.5391304347826087
517,35,mid,support,0.5384615384615384
8,143,mid,support,0.5380710659898477
142,350,mid,support,0.5373831775700935
10,117,mid,support,0.5373665480427047
99,117,mid,support,0.5370675453047776
157,267,mid,support,0.5370370370370371
157,57,mid,support,0.5370370370370371
105,235,mid,support,0.5370370370370371
101,25,mid,support,0.5365853658536586
91,267,mid,support,0.5359116022099447
245,111,mid,support,0.5358166189111748
34,412,mid,support,0.5349794238683128
8,101,mid,support,0.5340909090909091
91,235,mid,support,0.5337690631808278
91,143,mid,support,0.5337423312883436
103,25,mid,support,0.533678756476684
157,147,mid,support,0.5335463258785943
38,89,mid,support,0.53276955602537
4,117,mid,support,0.5326923076923077
517,26,mid,support,0.5322997416020672
45,117,mid,support,0.5322128851540616
517,16,mid,support,0.5319634703196348
39,12,mid,support,0.5319148936170213
55,235,mid,support,0.531858407079646
161,117,mid,support,0.53125
131,117,mid,support,0.5310492505353319
245,555,mid,support,0.5307017543859649
38,555,mid,support,0.5306122448979592
131,43,mid,support,0.5305164319248826
234,350,mid,support,0.5302325581395348
875,412,mid,support,0.5300546448087432
68,412,mid,support,0.5300546448087432
38,432,mid,support,0.53
55,89,mid,support,0.5299586776859504
112,99,mid,support,0.5299539170506913
238,50,mid,support,0.5298013245033113
238,143,mid,support,0.5297504798464492
61,555,mid,support,0.5296803652968036
91,89,mid,support,0.5294117647058824
4,43,mid,support,0.5294117647058824
7,12,mid,support,0.5290519877675841
90,40,mid,support,0.5287958115183246
245,267,mid,support,0.5285714285714286
45,111,mid,support,0.5285714285714286
777,12,mid,support,0.5283018867924528
246,89,mid,support,0.5281124497991968
55,50,mid,support,0.5279503105590062
246,235,mid,support,0.5278810408921933
112,111,mid,support,0.5277161862527716
4,40,mid,support,0.5274725274725275
103,16,mid,support,0.5272727272727272
1,412,mid,support,0.5272727272727272
8,497,mid,support,0.5271739130434783
157,497,mid,support,0.5271565495207667
246,147,mid,support,0.526595744680851
103,235,mid,support,0.5265866209262435
161,89,mid,support,0.5265700483091788
84,16,mid,support,0.5265017667844523
157,201,mid,support,0.5263157894736842
38,111,mid,support,0.5261958997722096
3,89,mid,support,0.5261194029850746
90,412,mid,support,0.5257009345794392
38,350,mid,support,0.525390625
245,412,mid,support,0.525305410122164
8,267,mid,support,0.5250836120401338
112,16,mid,support,0.5248618784530387
38,117,mid,support,0.5246636771300448
234,117,mid,support,0.5246376811594203
112,143,mid,support,0.5245098039215687
105,53,mid,support,0.5243243243243243
103,555,mid,support,0.5241635687732342
134,111,mid,support,0.5240641711229946
103,350,mid,support,0.5233644859813084
7,350,mid,support,0.5233333333333333
8,89,mid,support,0.523102310231023
99,235,mid,support,0.5228758169934641
8,16,mid,support,0.5228426395939086
157,12,mid,support,0.5225464190981433
55,143,mid,support,0.5224719101123596
777,143,mid,support,0.5221932114882507
246,432,mid,support,0.5221674876847291
112,235,mid,support,0.5221238938053098
34,12,mid,support,0.5219298245614035
7,117,mid,support,0.5213523131672598
91,412,mid,support,0.5209580838323353
68,117,mid,support,0.5204081632653061
517,143,mid,support,0.5202702702702703
777,26,mid,support,0.52
238,235,mid,support,0.5192465192465192
142,53,mid,support,0.5191256830601093
1,111,mid,support,0.5190476190476191
131,235,mid,support,0.5188172043010753
161,111,mid,support,0.5187165775401069
91,53,mid,support,0.5185185185185185
3,111,mid,support,0.5185185185185185
234,235,mid,support,0.5181518151815182
161,350,mid,support,0.5180722891566265
84,50,mid,support,0.5180722891566265
55,16,mid,support,0.5179640718562875
8,12,mid,support,0.5176151761517616
157,111,mid,support,0.5173267326732673
84,111,mid,support,0.5171875
103,40,mid,support,0.5169082125603864
42,235,mid,support,0.5167464114832536
246,101,mid,support,0.516
245,350,mid,support,0.5159235668789809
127,117,mid,support,0.5159010600706714
84,26,mid,support,0.5158730158730159
64,412,mid,support,0.515748031496063
8,53,mid,support,0.5152838427947598
112,555,mid,support,0.5151515151515151
55,412,mid,support,0.5150829562594268
238,117,mid,support,0.5148514851485149
777,555,mid,support,0.5143540669856459
246,26,mid,support,0.5142857142857142
4,412,mid,support,0.5141700404858299
246,25,mid,support,0.5141509433962265
103,53,mid,support,0.5141509433962265
99,53,mid,support,0.5141242937853108
80,89,mid,support,0.5141242937853108
55,40,mid,support,0.5140997830802603
84,350,mid,support,0.5136116152450091
64,117,mid,support,0.5134228187919463
4,350,mid,support,0.5134099616858238
103,117,mid,support,0.5133136094674556
142,235,mid,support,0.5128865979381443
38,412,mid,support,0.5128593040847201
91,111,mid,support,0.5126903553299492
157,235,mid,support,0.5125408942202835
101,432,mid,support,0.5125
38,235,mid,support,0.5125
64,111,mid,support,0.5123456790123457
3,350,mid,support,0.5123456790123457
61,12,mid,support,0.5121951219512195
517,147,mid,support,0.512
517,235,mid,support,0.5116124751161247
101,111,mid,support,0.5112359550561798
101,89,mid,support,0.5112219451371571
246,267,mid,support,0.5112107623318386
55,12,mid,support,0.5111111111111111
777,235,mid,support,0.5107296137339056
127,111,mid,support,0.5105263157894737
99,111,mid,support,0.5105263157894737
55,117,mid,support,0.5103092783505154
38,99,mid,support,0.5099009900990099
112,53,mid,support,0.5097276264591439
91,40,mid,support,0.5096153846153846
112,40,mid,support,0.5095785440613027
246,143,mid,support,0.5094339622641509
99,412,mid,support,0.5093696763202725
8,40,mid,support,0.5091463414634146
80,117,mid,support,0.509090909090909
34,117,mid,support,0.5083333333333333
103,412,mid,support,0.5082872928176796
8,432,mid,support,0.508130081300813
1,89,mid,support,0.5078740157480315
157,99,mid,support,0.5078651685393258
131,267,mid,support,0.5076923076923077
7,25,mid,support,0.5076923076923077
90,235,mid,support,0.5076142131979695
90,43,mid,support,0.5076142131979695
777,63,mid,support,0.5072463768115942
39,412,mid,support,0.507177033492823
103,12,mid,support,0.506896551724138
55,101,mid,support,0.5067567567567568
112,412,mid,support,0.5067484662576687
112,25,mid,support,0.5066079295154186
91,12,mid,support,0.5064102564102564
99,350,mid,support,0.5060606060606061
236,235,mid,support,0.5058823529411764
112,117,mid,support,0.5056461731493099
7,101,mid,support,0.5055555555555555
777,267,mid,support,0.5055432372505543
238,25,mid,support,0.5054151624548736
84,143,mid,support,0.5051546391752577
517,101,mid,support,0.5050505050505051
131,555,mid,support,0.5045871559633027
45,412,mid,support,0.504424778761062
101,267,mid,support,0.5043859649122807
99,12,mid,support,0.5043103448275862
245,235,mid,support,0.5040650406504065
157,117,mid,support,0.5040257648953301
99,89,mid,support,0.5036855036855037
517,89,mid,support,0.5035405192761605
517,555,mid,support,0.5033467202141901
517,111,mid,support,0.5031277926720286
84,201,mid,support,0.5029585798816568
90,12,mid,support,0.5028901734104047
105,40,mid,support,0.5028248587570622
7,267,mid,support,0.5026455026455027
13,89,mid,support,0.5025380710659898
131,12,mid,support,0.5022421524663677
161,235,mid,support,0.5021459227467812
84,89,mid,support,0.50199203187251
101,12,mid,support,0.5018587360594795
55,497,mid,support,0.5018050541516246
517,40,mid,support,0.5016233766233766
234,412,mid,support,0.5013550135501355
777,25,mid,support,0.5012787723785166
55,111,mid,support,0.5011961722488039
238,526,mid,support,0.5
238,16,mid,support,0.5
157,63,mid,support,0.5
127,350,mid,support,0.5
112,147,mid,support,0.5
91,432,mid,support,0.5
90,111,mid,support,0.5
4,555,mid,support,0.5
238,99,mid,support,0.4992481203007519
39,117,mid,support,0.49888641425389757
777,40,mid,support,0.4988235294117647
157,53,mid,support,0.49865229110512127
8,555,mid,support,0.4986376021798365
34,111,mid,support,0.49850746268656715
84,412,mid,support,0.49829642248722317
99,43,mid,support,0.49825783972125437
131,111,mid,support,0.4982456140350877
238,40,mid,support,0.49809885931558934
517,50,mid,support,0.4979919678714859
777,350,mid,support,0.49787835926449786
517,412,mid,support,0.4978723404255319
777,50,mid,support,0.4975845410628019
157,161,mid,support,0.49743589743589745
238,26,mid,support,0.49731182795698925
55,147,mid,support,0.49702380952380953
157,432,mid,support,0.4966442953020134
161,412,mid,support,0.49645390070921985
55,53,mid,support,0.4963855421686747
517,117,mid,support,0.4963788300835655
157,412,mid,support,0.4962901896125309
238,412,mid,support,0.4962825278810409
134,235,mid,support,0.49615384615384617
236,89,mid,support,0.4959349593495935
90,89,mid,support,0.49523809523809526
131,350,mid,support,0.49504950495049505
84,267,mid,support,0.49502487562189057
7,89,mid,support,0.4949290060851927
238,101,mid,support,0.4947916666666667
245,99,mid,support,0.4942528735632184
34,235,mid,support,0.49417249417249415
8,99,mid,support,0.49407114624505927
777,432,mid,support,0.49404761904761907
517,63,mid,support,0.4935064935064935
246,412,mid,support,0.49320652173913043
238,43,mid,support,0.49313358302122345
517,432,mid,support,0.49298597194388777
238,111,mid,support,0.49292929292929294
238,350,mid,support,0.49278579356270813
236,43,mid,support,0.4925925925925926
777,53,mid,support,0.49244712990936557
91,99,mid,support,0.492
238,12,mid,support,0.49195710455764075
246,40,mid,support,0.49166666666666664
84,497,mid,support,0.49166666666666664
8,25,mid,support,0.49166666666666664
7,43,mid,support,0.4915254237288136
4,12,mid,support,0.4915254237288136
236,117,mid,support,0.49075975359342916
8,117,mid,support,0.49066002490660027
777,16,mid,support,0.49038461538461536
8,147,mid,support,0.49029126213592233
91,43,mid,support,0.4900662251655629
105,89,mid,support,0.4892966360856269
238,497,mid,support,0.4888888888888889
61,89,mid,support,0.48877805486284287
101,43,mid,support,0.48868778280542985
517,350,mid,support,0.48846960167714887
246,43,mid,support,0.48830409356725146
517,12,mid,support,0.48826291079812206
246,117,mid,support,0.48797736916548795
34,350,mid,support,0.4878048780487805
238,57,mid,support,0.4868421052631579
4,53,mid,support,0.48677248677248675
157,40,mid,support,0.48655256723716384
99,267,mid,support,0.4863636363636364
38,16,mid,support,0.48633879781420764
112,43,mid,support,0.48623853211009177
238,63,mid,support,0.4859154929577465
38,101,mid,support,0.4858757062146893
777,101,mid,support,0.48586118251928023
91,25,mid,support,0.48554913294797686
90,555,mid,support,0.48514851485148514
42,412,mid,support,0.48497854077253216
517,99,mid,support,0.48434237995824636
7,432,mid,support,0.48427672955974843
101,53,mid,support,0.4841628959276018
84,12,mid,support,0.48363636363636364
517,57,mid,support,0.4831932773109244
38,25,mid,support,0.48295454545454547
61,350,mid,support,0.4829059829059829
80,412,mid,support,0.48214285714285715
112,350,mid,support,0.4821002386634845
777,497,mid,support,0.4819277108433735
236,40,mid,support,0.48125
142,111,mid,support,0.4811320754716981
103,143,mid,support,0.4810126582278481
69,111,mid,support,0.4810126582278481
245,117,mid,support,0.48047538200339557
127,89,mid,support,0.48034934497816595
777,111,mid,support,0.48005698005698005
246,555,mid,support,0.48
45,350,mid,support,0.4797979797979798
99,25,mid,support,0.4793814432989691
103,101,mid,support,0.4789473684210526
238,147,mid,support,0.47890818858560796
55,555,mid,support,0.47882136279926335
55,43,mid,support,0.4785276073619632
236,350,mid,support,0.4784172661870504
245,12,mid,support,0.4777777777777778
103,147,mid,support,0.4777777777777778
34,555,mid,support,0.4777777777777778
777,526,mid,support,0.4772727272727273
84,235,mid,support,0.4772475027746948
157,555,mid,support,0.47721822541966424
99,40,mid,support,0.47685185185185186
4,235,mid,support,0.4765625
45,43,mid,support,0.47619047619047616
777,412,mid,support,0.4755989352262644
105,350,mid,support,0.47547169811320755
142,89,mid,support,0.4744744744744745
61,235,mid,support,0.4740740740740741
105,117,mid,support,0.4738955823293173
7,412,mid,support,0.47375886524822697
105,412,mid,support,0.47368421052631576
142,12,mid,support,0.47342995169082125
238,35,mid,support,0.47337278106508873
55,350,mid,support,0.47335811648079307
142,412,mid,support,0.4732510288065844
157,25,mid,support,0.4731457800511509
517,201,mid,support,0.4731182795698925
157,43,mid,support,0.47266313932980597
7,235,mid,support,0.4726477024070022
517,3,mid,support,0.4722222222222222
3,117,mid,support,0.47181008902077154
234,89,mid,support,0.4717741935483871
55,267,mid,support,0.4717391304347826
90,350,mid,support,0.4708171206225681
90,117,mid,support,0.47071583514099785
517,875,mid,support,0.47058823529411764
7,53,mid,support,0.4694835680751174
55,57,mid,support,0.4691358024691358
39,101,mid,support,0.4691358024691358
84,101,mid,support,0.4689922480620155
517,43,mid,support,0.4689403166869671
112,12,mid,support,0.4689265536723164
69,235,mid,support,0.4689265536723164
517,267,mid,support,0.46880570409982175
55,99,mid,support,0.46875
101,40,mid,support,0.46842105263157896
238,201,mid,support,0.467680608365019
103,111,mid,support,0.4672897196261682
39,89,mid,support,0.4672131147540984
517,25,mid,support,0.46706586826347307
38,40,mid,support,0.4664179104477612
127,412,mid,support,0.46621621621621623
13,412,mid,support,0.4660493827160494
245,43,mid,support,0.4658119658119658
517,80,mid,support,0.465
61,412,mid,support,0.46494464944649444
38,143,mid,support,0.4647058823529412
69,117,mid,support,0.46464646464646464
105,12,mid,support,0.4646017699115044
238,53,mid,support,0.4642857142857143
3,555,mid,support,0.4642857142857143
246,111,mid,support,0.463768115942029
84,875,mid,support,0.4634146341463415
13,350,mid,support,0.4634146341463415
157,350,mid,support,0.4625748502994012
84,117,mid,support,0.4625121713729309
91,555,mid,support,0.4624505928853755
112,101,mid,support,0.4624277456647399
3,12,mid,support,0.4624277456647399
84,147,mid,support,0.46218487394957986
142,117,mid,support,0.46205357142857145
101,350,mid,support,0.46204620462046203
157,89,mid,support,0.4602026049204052
34,267,mid,support,0.45989304812834225
101,555,mid,support,0.4596774193548387
517,53,mid,support,0.4596651445966514
7,555,mid,support,0.4592274678111588
4,111,mid,support,0.4591194968553459
8,43,mid,support,0.45893719806763283
105,43,mid,support,0.4585152838427948
101,412,mid,support,0.45819397993311034
4,89,mid,support,0.45786516853932585
61,117,mid,support,0.45778611632270166
39,43,mid,support,0.4576271186440678
84,40,mid,support,0.4575
84,432,mid,support,0.45724907063197023
246,99,mid,support,0.4566929133858268
61,111,mid,support,0.45535714285714285
112,497,mid,support,0.4550898203592814
134,89,mid,support,0.45454545454545453
84,53,mid,support,0.45429362880886426
103,43,mid,support,0.4542372881355932
61,267,mid,support,0.45408163265306123
61,40,mid,support,0.45348837209302323
157,50,mid,support,0.452755905511811
13,235,mid,support,0.45188284518828453
84,57,mid,support,0.45121951219512196
38,53,mid,support,0.45064377682403434
7,111,mid,support,0.45047169811320753
238,3,mid,support,0.4502923976608187
777,43,mid,support,0.449820788530466
38,43,mid,support,0.4489795918367347
134,350,mid,support,0.4482758620689655
246,53,mid,support,0.44776119402985076
142,43,mid,support,0.4469026548672566
157,526,mid,support,0.4467005076142132
64,350,mid,support,0.44654088050314467
234,111,mid,support,0.44621513944223107
157,101,mid,support,0.446064139941691
13,111,mid,support,0.4444444444444444
84,555,mid,support,0.44395604395604393
777,99,mid,support,0.44370860927152317
55,25,mid,support,0.44362745098039214
777,147,mid,support,0.44336569579288027
84,99,mid,support,0.44336569579288027
517,526,mid,support,0.44308943089430897
103,99,mid,support,0.44221105527638194
13,117,mid,support,0.4419475655430712
55,63,mid,support,0.44150943396226416
236,111,mid,support,0.4410112359550562
238,555,mid,support,0.44038155802861684
236,101,mid,support,0.4388888888888889
99,147,mid,support,0.4388888888888889
84,63,mid,support,0.4385026737967914
236,412,mid,support,0.4382716049382716
42,111,mid,support,0.4375
236,555,mid,support,0.437125748502994
112,26,mid,support,0.43478260869565216
39,235,mid,support,0.43478260869565216
236,99,mid,support,0.4339622641509434
157,16,mid,support,0.43137254901960786
142,555,mid,support,0.4301675977653631
3,43,mid,support,0.4268292682926829
101,16,mid,support,0.42592592592592593
34,43,mid,support,0.423963133640553
38,12,mid,support,0.41914191419141916
61,99,mid,support,0.4161849710982659
518,412,mid,support,0.4146341463414634
134,117,mid,support,0.41414141414141414
236,267,mid,support,0.4125
134,412,mid,support,0.41033434650455924
84,25,mid,support,0.40492957746478875
39,111,mid,support,0.40384615384615385
55,875,mid,support,0.39880952380952384
61,43,mid,support,0.39669421487603307
84,43,mid,support,0.39539347408829173
236,12,mid,support,0.3803418803418803
238,875,mid,support,0.3781094527363184
39,350,mid,support,0.37628865979381443
62,119,TOP,adc,0.6049382716049383
27,67,TOP,adc,0.5935828877005348
19,145,TOP,adc,0.592156862745098
10,29,TOP,adc,0.5917602996254682
14,21,TOP,adc,0.5792682926829268
62,21,TOP,adc,0.5792079207920792
24,96,TOP,adc,0.578125
516,96,TOP,adc,0.5771428571428572
82,21,TOP,adc,0.5734870317002881
106,202,TOP,adc,0.5719769673704415
86,15,TOP,adc,0.5714285714285714
64,96,TOP,adc,0.5704918032786885
240,110,TOP,adc,0.5700483091787439
92,21,TOP,adc,0.5675675675675675
516,18,TOP,adc,0.5665467625899281
516,360,TOP,adc,0.5656108597285068
98,15,TOP,adc,0.5645933014354066
6,96,TOP,adc,0.5636363636363636
31,360,TOP,adc,0.563076923076923
122,119,TOP,adc,0.5630252100840336
10,96,TOP,adc,0.5627705627705628
62,22,TOP,adc,0.5622641509433962
122,21,TOP,adc,0.5613382899628253
114,67,TOP,adc,0.5612648221343873
114,110,TOP,adc,0.5612535612535613
133,222,TOP,adc,0.5606936416184971
420,67,TOP,adc,0.5590062111801242
516,145,TOP,adc,0.5588235294117647
887,29,TOP,adc,0.5578512396694215
6,222,TOP,adc,0.5569782330345711
133,202,TOP,adc,0.554945054945055
98,360,TOP,adc,0.5548128342245989
516,29,TOP,adc,0.5543478260869565
114,22,TOP,adc,0.5543478260869565
54,96,TOP,adc,0.5534883720930233
85,67,TOP,adc,0.5527950310559007
75,22,TOP,adc,0.5517241379310345
86,22,TOP,adc,0.5501618122977346
133,18,TOP,adc,0.5497382198952879
6,18,TOP,adc,0.5492468134414832
6,29,TOP,adc,0.5490196078431373
78,145,TOP,adc,0.548936170212766
24,29,TOP,adc,0.5486725663716814
80,145,TOP,adc,0.5485436893203883
82,119,TOP,adc,0.547945205479452
31,67,TOP,adc,0.5478723404255319
266,21,TOP,adc,0.5474137931034483
62,67,TOP,adc,0.5465116279069767
75,202,TOP,adc,0.5457875457875457
887,67,TOP,adc,0.5457809694793537
82,22,TOP,adc,0.5452196382428941
517,21,TOP,adc,0.5445544554455446
75,119,TOP,adc,0.5443037974683544
17,222,TOP,adc,0.5424836601307189
14,222,TOP,adc,0.5424710424710425
122,202,TOP,adc,0.5422612513721186
98,96,TOP,adc,0.5419847328244275
98,67,TOP,adc,0.5419753086419753
75,110,TOP,adc,0.5416666666666666
875,67,TOP,adc,0.5409252669039146
17,18,TOP,adc,0.5407166123778502
516,222,TOP,adc,0.5406301824212272
58,96,TOP,adc,0.5396039603960396
516,51,TOP,adc,0.5388888888888889
92,29,TOP,adc,0.5384615384615384
516,202,TOP,adc,0.5381882770870338
234,145,TOP,adc,0.5381679389312977
54,202,TOP,adc,0.5378548895899053
10,81,TOP,adc,0.5377532228360957
98,21,TOP,adc,0.5377049180327869
10,15,TOP,adc,0.5372340425531915
8,67,TOP,adc,0.5366795366795367
84,18,TOP,adc,0.5365853658536586
86,110,TOP,adc,0.5363128491620112
56,145,TOP,adc,0.5362776025236593
6,22,TOP,adc,0.5359477124183006
92,236,TOP,adc,0.5358255451713395
31,236,TOP,adc,0.5357142857142857
92,145,TOP,adc,0.5353535353535354
8,51,TOP,adc,0.5352112676056338
150,360,TOP,adc,0.5345104333868379
14,22,TOP,adc,0.5342465753424658
516,119,TOP,adc,0.5341614906832298
516,67,TOP,adc,0.5339366515837104
54,67,TOP,adc,0.5336048879837068
875,29,TOP,adc,0.5334645669291339
266,18,TOP,adc,0.5333333333333333
114,51,TOP,adc,0.5333333333333333
122,15,TOP,adc,0.5327510917030568
92,15,TOP,adc,0.5326633165829145
516,236,TOP,adc,0.532608695652174
164,29,TOP,adc,0.5319148936170213
92,51,TOP,adc,0.5319148936170213
24,119,TOP,adc,0.531578947368421
420,145,TOP,adc,0.5311653116531165
122,22,TOP,adc,0.5311653116531165
98,18,TOP,adc,0.531062124248497
54,236,TOP,adc,0.5307017543859649
58,22,TOP,adc,0.5303643724696356
92,222,TOP,adc,0.5303030303030303
86,18,TOP,adc,0.5302013422818792
150,202,TOP,adc,0.5299760191846523
14,202,TOP,adc,0.5296296296296297
27,145,TOP,adc,0.5295566502463054
107,145,TOP,adc,0.5286624203821656
31,21,TOP,adc,0.5284090909090909
24,236,TOP,adc,0.5283842794759825
887,15,TOP,adc,0.5282051282051282
6,51,TOP,adc,0.5281553398058253
24,67,TOP,adc,0.5280172413793104
777,202,TOP,adc,0.5277777777777778
6,202,TOP,adc,0.5273809523809524
75,96,TOP,adc,0.5272727272727272
10,202,TOP,adc,0.5272206303724928
54,51,TOP,adc,0.5264483627204031
14,360,TOP,adc,0.5261627906976745
875,21,TOP,adc,0.5259593679458239
54,18,TOP,adc,0.5259146341463414
122,67,TOP,adc,0.5257410296411856
164,96,TOP,adc,0.5257352941176471
887,51,TOP,adc,0.5254237288135594
14,119,TOP,adc,0.5253164556962026
64,202,TOP,adc,0.5253093363329584
240,222,TOP,adc,0.5252808988764045
31,110,TOP,adc,0.5251141552511416
86,202,TOP,adc,0.524904214559387
122,96,TOP,adc,0.5247524752475248
8,202,TOP,adc,0.5247524752475248
6,360,TOP,adc,0.5245283018867924
887,145,TOP,adc,0.5244444444444445
23,18,TOP,adc,0.5244215938303342
6,236,TOP,adc,0.5243055555555556
777,81,TOP,adc,0.5241935483870968
82,110,TOP,adc,0.524008350730689
875,15,TOP,adc,0.5238095238095238
54,119,TOP,adc,0.5238095238095238
82,29,TOP,adc,0.5236768802228412
62,145,TOP,adc,0.5234567901234568
82,96,TOP,adc,0.5232974910394266
150,96,TOP,adc,0.5228070175438596
86,222,TOP,adc,0.5226277372262774
164,51,TOP,adc,0.5224215246636771
887,21,TOP,adc,0.5220588235294118
23,202,TOP,adc,0.5220417633410673
875,22,TOP,adc,0.5218150087260035
62,96,TOP,adc,0.5217391304347826
54,21,TOP,adc,0.5217391304347826
27,360,TOP,adc,0.5217391304347826
54,81,TOP,adc,0.5203915171288744
24,15,TOP,adc,0.5202312138728323
86,119,TOP,adc,0.5202020202020202
266,202,TOP,adc,0.5201072386058981
98,22,TOP,adc,0.52
78,202,TOP,adc,0.52
64,18,TOP,adc,0.5197568389057751
85,222,TOP,adc,0.519650655021834
92,18,TOP,adc,0.5193965517241379
54,145,TOP,adc,0.5193734542456719
8,222,TOP,adc,0.5192878338278932
31,145,TOP,adc,0.5192069392812887
875,222,TOP,adc,0.5190691661279897
122,110,TOP,adc,0.5189309576837416
56,18,TOP,adc,0.5185185185185185
39,15,TOP,adc,0.5185185185185185
31,202,TOP,adc,0.5185185185185185
6,81,TOP,adc,0.5181950509461426
122,498,TOP,adc,0.5181347150259067
31,96,TOP,adc,0.5176470588235295
78,67,TOP,adc,0.5172413793103449
75,29,TOP,adc,0.5172413793103449
10,21,TOP,adc,0.5172413793103449
150,67,TOP,adc,0.5171875
82,145,TOP,adc,0.5170816444701795
85,202,TOP,adc,0.5168539325842697
777,222,TOP,adc,0.5168067226890757
58,21,TOP,adc,0.5164835164835165
240,360,TOP,adc,0.5163636363636364
75,18,TOP,adc,0.5163636363636364
150,15,TOP,adc,0.5157894736842106
67,145,TOP,adc,0.5153846153846153
36,145,TOP,adc,0.5151515151515151
83,145,TOP,adc,0.5150501672240803
82,360,TOP,adc,0.514978601997147
150,110,TOP,adc,0.5149425287356322
86,236,TOP,adc,0.5149253731343284
516,22,TOP,adc,0.5148936170212766
8,18,TOP,adc,0.5148809523809523
6,145,TOP,adc,0.5148095909732017
98,222,TOP,adc,0.5147874306839186
106,18,TOP,adc,0.5147679324894515
64,360,TOP,adc,0.5145929339477726
516,110,TOP,adc,0.5144927536231884
14,81,TOP,adc,0.5142276422764228
86,96,TOP,adc,0.513986013986014
875,96,TOP,adc,0.5138004246284501
92,81,TOP,adc,0.5136476426799007
6,21,TOP,adc,0.5135135135135135
122,222,TOP,adc,0.513203214695752
54,222,TOP,adc,0.5130970724191063
887,22,TOP,adc,0.5127388535031847
64,145,TOP,adc,0.5124792013311148
98,498,TOP,adc,0.512396694214876
887,110,TOP,adc,0.5123287671232877
122,18,TOP,adc,0.5121951219512195
106,29,TOP,adc,0.5121951219512195
86,67,TOP,adc,0.5119705340699816
64,21,TOP,adc,0.5119453924914675
82,18,TOP,adc,0.5116279069767442
68,202,TOP,adc,0.5116279069767442
82,51,TOP,adc,0.5115562403697997
875,145,TOP,adc,0.5114765330592669
266,145,TOP,adc,0.5112189205579138
14,110,TOP,adc,0.5111111111111111
777,145,TOP,adc,0.5110663983903421
62,360,TOP,adc,0.5109489051094891
106,67,TOP,adc,0.5108108108108108
92,96,TOP,adc,0.5104895104895105
114,145,TOP,adc,0.5100775193798449
92,110,TOP,adc,0.5100401606425703
24,81,TOP,adc,0.5098634294385432
10,22,TOP,adc,0.5096774193548387
106,22,TOP,adc,0.5096153846153846
82,236,TOP,adc,0.5094850948509485
106,110,TOP,adc,0.5089605734767025
164,222,TOP,adc,0.5088919288645691
64,222,TOP,adc,0.508664627930683
17,202,TOP,adc,0.50814332247557
14,145,TOP,adc,0.5079702444208289
10,222,TOP,adc,0.5079617834394905
92,119,TOP,adc,0.5073529411764706
14,18,TOP,adc,0.506872852233677
240,202,TOP,adc,0.5067385444743935
164,145,TOP,adc,0.5065597667638484
114,222,TOP,adc,0.5059701492537313
164,202,TOP,adc,0.5058823529411764
98,145,TOP,adc,0.5054830287206267
58,15,TOP,adc,0.5053763440860215
31,51,TOP,adc,0.5051903114186851
92,202,TOP,adc,0.5049944506104328
266,222,TOP,adc,0.5048780487804878
150,498,TOP,adc,0.5048543689320388
62,202,TOP,adc,0.5039370078740157
98,29,TOP,adc,0.5038363171355499
98,202,TOP,adc,0.5035035035035035
126,81,TOP,adc,0.5033898305084745
122,236,TOP,adc,0.5032258064516129
84,360,TOP,adc,0.5029940119760479
68,222,TOP,adc,0.5028571428571429
48,145,TOP,adc,0.5028571428571429
83,202,TOP,adc,0.5027624309392266
114,96,TOP,adc,0.5025380710659898
98,51,TOP,adc,0.5024232633279483
266,29,TOP,adc,0.5023923444976076
150,18,TOP,adc,0.5023529411764706
17,51,TOP,adc,0.5023041474654378
57,145,TOP,adc,0.502283105022831
6,15,TOP,adc,0.502262443438914
240,145,TOP,adc,0.502127659574468
164,18,TOP,adc,0.5019762845849802
92,360,TOP,adc,0.5017667844522968
62,222,TOP,adc,0.5016891891891891
240,18,TOP,adc,0.5015015015015015
10,110,TOP,adc,0.501466275659824
10,51,TOP,adc,0.5013477088948787
82,67,TOP,adc,0.5012285012285013
58,67,TOP,adc,0.500998003992016
62,81,TOP,adc,0.5008347245409015
114,119,TOP,adc,0.5
86,21,TOP,adc,0.5
64,15,TOP,adc,0.5
54,29,TOP,adc,0.5
887,18,TOP,adc,0.49934980494148246
64,67,TOP,adc,0.4993141289437586
10,145,TOP,adc,0.4990990990990991
64,51,TOP,adc,0.49909255898366606
875,110,TOP,adc,0.4986910994764398
84,67,TOP,adc,0.4981132075471698
6,119,TOP,adc,0.4978540772532189
54,22,TOP,adc,0.4977578475336323
84,145,TOP,adc,0.49755501222493886
266,67,TOP,adc,0.4974182444061962
31,29,TOP,adc,0.49740932642487046
